CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
09-01-3231-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO NUEVA NACION,DIAGONAL 3 27-52 ZONA 3,77637922,DANIEL GUADALUPE VASQUEZ LOPEZ,KARLA PATRICIA MORALES BARRIOS DE MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3233-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO TECNOLOGICO DON BOSCO,4 CALLE 22-40 ZONA 3,77368198,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3234-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA DE FORMACION ARTISTICA DE QUETZALTENANGO,11 CALLE 19-19 ZONA 1,77630803,OBDULIO ROLANDO RUIZ ALVA,ROSALIO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3240-46,09-020,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2 CALLE 2-85 ZONA 3,NA,JORGE MARIO ROJAS FERNANDEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,QUETZALTENANGO
09-01-3271-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EVANGELICO MIXTO BETHEL,"14 AVE ""A"" 0-76 ZONA 1",77631342,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3293-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO MIXTO PRE-UNIVERSITARIO PESTALOZZI,8 CALLE 5-13 ZONA 1,77669611,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3304-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO CENTRO DE ESTUDIOS INTEGRADOS,DIAGONAL 11 7-15 ZONA 1,77630178,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3315-46,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO MIXTO BILINGÜE ""SAN PABLO""",16 AVE 6-45 ZONA 3,77674729,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3329-46,NA,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO KAROL WOJTYLA,7 CALLE 0-47 ZONA 8,77676767,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3335-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SANTA MARIA,16 AVE 8-52 'A' ZONA 1,77655443,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3336-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SANTA MARIA,16 AVE 8-52 'A' ZONA 1,77655443,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3393-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO LATINOAMERICA EN INFORMATICA,CALLE RODOLFO ROBLES 17-35 ZONA 1,77653769,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3408-46,09-036,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO POLITECNICO DE OCCIDENTE, AVE EL CENIZAL 0-75 ZONA 4,77653296,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3417-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO GENESIS,6 CALLE 18-63 ZONA 3,77368015,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3419-46,NA,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CIENTIFICO DE ESTUDIOS EN COMPUTACION,9 AVE A-07 ZONA 1,77614883,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3421-46,09-007,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CIENTIFICO DE ESTUDIOS EN COMPUTACION,7 CALLE 0-47 ZONA 8 AT DE LA COLONIA SAN GABRIEL,52968449,GILDARDO HERIBERTO HERNANDEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3536-46,25-000,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),NA,NA,SONIA HAYDEE REYES MONTERROSO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,QUETZALTENANGO
09-01-3543-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO GUATEMALTECO-ALEMAN FEDERICO FROEBEL,10 CALLE 12-21 ZONA 1,77612833,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3549-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PREUNIVERSITARIO EL PRADO,1 CALLE 25-21 ZONA 1 COLONIA EL CERVECERO,77651040,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3556-46,09-004,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",21 AVE 3-61 ZONA 3,77658430,DINA RUBI GONZALEZ DE LEON,EDILSAR ROCAEL VASQUEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3558-46,09-004,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",21 AVE 3-61 ZONA 3,77658430,DINA RUBI GONZALEZ DE LEON,EDILSAR ROCAEL VASQUEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3577-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""SUPERACION""",1 CALLE 16 AVE 16-75 CALLE CAJOLÁ ZONA 1,77652224,WILFRIDO EDWIN RODAS,LUCRECIA JANET RECINOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3609-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO MODERNO,7 AVE 6-45 ZONA 1,77619336,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3611-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO UNIVERSITARIO FRIEDRICH VON HAYEK,5 CALLE 17-32 ZONA 3,NA,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3612-46,09-004,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",21 AVE 3-61 ZONA 3,77658430,DINA RUBI GONZALEZ DE LEON,EDILSAR ROCAEL VASQUEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3615-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO MODERNO,7 AVE 6-45 ZONA 1,77614475,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3616-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO MODERNO,7 AVE 6-45 ZONA 1,NA,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3623-46,09-001,QUETZALTENANGO,QUETZALTENANGO,CENTRO DE ESTUDIOS TECNICOS NUEVA SEMILLA,4 AVE 6-31 ZONA 1,76310227,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3648-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PREUNIVERSITARIO EL PRADO,1 CALLE 25-21 ZONA 1 COLONIA EL CERVECERO,77651040,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3649-46,09-036,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE,2  CALLE A 5-13 ZONA 9,77635145,OBDULIO ROLANDO RUIZ ALVA,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3654-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO PRIVADO SAN JOSÉ POR MADUREZ,20 AVE 1-07 ZONA 1,77651428,DANIEL GUADALUPE VASQUEZ LOPEZ,JAIME AUGUSTO SANTISTEBAN BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3655-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO PRIVADO SAN JOSÉ,20 AVE 1-07 ZONA 1,77651428,DANIEL GUADALUPE VASQUEZ LOPEZ,JAIME AUGUSTO SANTISTEBAN BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3659-46,09-004,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",5 CALLE 17-32 ZONA 3,77674631,DINA RUBI GONZALEZ DE LEON,EDILSAR ROCAEL VASQUEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3660-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO PRIVADO SAN JOSE,20 AVE 10-07 ZONA 1,77651428,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3661-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SANTA MARIA,16 AVE 8-52 A ZONA 1,77655443,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3664-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA,4 CALLE 16-33 ZONA 1 27,77610400,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3670-46,09-007,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE, AVE JESUS CASTILLO 1-81 ZONA 3,77618218,GILDARDO HERIBERTO HERNANDEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3672-46,09-001,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO JACQUES COUSTEAU,6 CALLE 13-14 ZONA 3,77635654,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3673-46,09-001,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO JACQUES COUSTEAU,6 CALLE 13-14 ZONA 3,77615305,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3675-46,09-005,QUETZALTENANGO,QUETZALTENANGO,ESCUELA NORMAL BILINGUE INTERCULTURAL KITIJOB AL K ICHE TIJONELAB,5 CALLE 12-60 ZONA 3,77637722,JUAN CARLOS RONQUILLO DE LEON,MARIA SALOME HUINAC XILOJ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3691-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PREUNIVERSITARIO EL PRADO,1 CALLE 25-21 ZONA 1 COLONIA EL CERVECERO,77651040,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3700-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO PRE-UNIVERSITARIO CIENCIA Y DEPORTE,"29 AVE ""A"" 11-29 ZONA 1 QUETZALTENANGO",43921340,DANIEL GUADALUPE VASQUEZ LOPEZ,WERNER ESTUARDO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3701-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO PRE-UNIVERSITARIO CIENCIA Y DEPORTE,"29 AVE ""A"" 11-29 ZONA 1 QUETZALTENANGO",43921346,DANIEL GUADALUPE VASQUEZ LOPEZ,WERNER ESTUARDO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3706-46,09-041,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA EVANGELICA SHEKINA,DIAGONAL 2 27-58 B ZONA 3,77671267,WILSON RANFERI SIGUENZA LOPEZ,LUDWING IVAN TEBALÁN OROXOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3724-46,09-007,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO LICEO SANTA MARINA,16 AVE 7-24 ZONA 3,77636045,GILDARDO HERIBERTO HERNANDEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3727-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO NUEVO MUNDO Y SU SECCION DE PREPRIMARIA MI PEQUEÑO MUNDO,15 AVE 7-09 ZONA 3,77676989,WILFRIDO EDWIN RODAS,ELENA CONCEPCIÓN CHAN GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3731-46,09-004,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""LICEO EDUCACIONAL LIVERMORE""",CALLE RODOLFO ROBLES 17-30 ZONA 3,77631884,DINA RUBI GONZALEZ DE LEON,FERNANDO BENJAMÍN GORDILLO ARGUELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3775-46,09-036,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE,2 CALLE A 5-13 ZONA 9,77671956,OBDULIO ROLANDO RUIZ ALVA,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3813-46,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO URBANO MIXTO ""EL VALLE DE OCCIDENTE""",CAMINO ANTIGUO HACIA LA ESPZA,77675070,WILSON RANFERI SIGUENZA LOPEZ,ANA PATRICIA HERNÁNDEZ MENCHÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-3817-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRE-UNIVERSITARIO FRIEDRICH VON HAYEK,5 CALLE 17-32 ZONA 3,76746317,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3818-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO BILINGUE SAN PABLO,16 AVE 6-45 ZONA 3,77674729,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3856-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO URBANO MIXTO PRE-UNIVERSITARIO CANADA,DIAGONAL 2 27-58 ZONA 3,77676212,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3866-46,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO GUATEMALTECO AMERICANO,14 AVE A 8-74 ZONA 3,77670955,DANIEL GUADALUPE VASQUEZ LOPEZ,ANGELICA MARÍA JACOBS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3870-46,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DE ESTUDIOS AVANZADOS (I.E.A) CAMPUS LAS AMERICAS,10 CALLE 4-49 ZONA 12,77635371,DANIEL GUADALUPE VASQUEZ LOPEZ,CELIA ESPERANZA RODRIGUEZ SOLOGAISTOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3874-46,09-007,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PSICOPEDAGOGICO QUETZALTECO,18 CALLE 7-51 ZONA 5,79268514,GILDARDO HERIBERTO HERNANDEZ LOPEZ,LUZ DEL CARMEN LEIVA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3875-46,09-007,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PSICOPEDAGOGICO QUETZALTECO,18 CALLE 7-51 ZONA 5,79268514,GILDARDO HERIBERTO HERNANDEZ LOPEZ,LESBIA MARILU CASTAÑEDA VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3877-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EVANGELICO LA PATRIA,19 AVE 1-28 ZONA 3,77742400,WILSON RANFERI SIGUENZA LOPEZ,AMILCAR LEONEL AGUILAR RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3879-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO PRIVADO SAN JOSÉ,20 AVE 1-07 ZONA 1,77618584,DANIEL GUADALUPE VASQUEZ LOPEZ,JAIME AUGUSTO SANTISTEBAN BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3881-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO EL BOSQUE,9 CALLE 0-36 ZONA 8,42304675,WILSON RANFERI SIGUENZA LOPEZ,ROLANDO SALVADOR CANO DEL VALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3899-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MONTE VERDE,8 CALLE 0-71 ZONA 4,77683137,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3921-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SANTA MARIA ,16 AVE 8-52 'A' ZONA 1,77611542,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3924-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PREUNIVERSITARIO EL PRADO ,1 CALLE 25-21 ZONA 1 COLONIA EL CERVECERO,77651040,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3925-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PREUNIVERSITARIO EL PRADO,1 CALLE 25-21 ZONA 1 COLONIA EL CERVECERO,77651040,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3950-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO GANDHI,DIAGONAL 3 36-89 ZONA 8,77673055,WILSON RANFERI SIGUENZA LOPEZ,JUAN LUIS LÓPEZ MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3951-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ -CIEM-,CANTON XECAOJ TIERCOLOA BAJA,41412005,WILFRIDO EDWIN RODAS,ELVIN EZEQUIAS ALONZO PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3953-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,11 CALLE 19-19 ZONA 1,77630803,OBDULIO ROLANDO RUIZ ALVA,ROSALIO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-3956-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO MODERNO,7 AVE 6-45 ZONA 1,77619336,OBDULIO ROLANDO RUIZ ALVA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SABATINO,QUETZALTENANGO
09-01-3959-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA,11 CALLE 19-19 ZONA 1,77630803,OBDULIO ROLANDO RUIZ ALVA,ROSALIO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3970-46,09-006,QUETZALTENANGO,QUETZALTENANGO,TECNOLOGICO JUAN FRANCISCO ALFARO MIJANGOS,7 CALLE 29-25 ZONA 3,77635245,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3991-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO GENESIS,6 CALLE 18-63 ZONA 3,77368015,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
